Name,XPos,YPos,ZPos
1,1.7198,2.9025,4.3842
2,1.1725,4.8126,3.4682
3,3.4038,1.3214,4.0261
4,-0.17417,1.6966,5.008
5,2.3927,-0.68937,4.6598
6,-1.2078,4.8906,3.548
7,0.10066,-0.38048,5.0747
8,3.1191,-2.8346,3.8377
9,-1.6955,-1.8478,4.5599
10,-2.0119,2.7793,4.4366
11,-3.9039,1.6471,3.9118
12,-3.803,-0.77653,3.935
