Name,XPos,YPos,ZPos
90,5.0065,-6.3901e-05,-0.0020829
91,-2.505,-4.3365,-0.00079466
92,-0.0020704,5.1999,0.0017502
93,-4.5027,2.6029,-0.0012678
94,0.0010801,-5.2025,0.0016327
95,4.5056,-2.6011,-0.0024664
96,-4.5064,-2.6008,0.0013004
97,4.5063,2.6033,-0.0011272
98,0.99934,5.1976,-0.0019449
99,4.0015,3.4659,-0.0025423
100,0.99846,-5.1996,-0.0028393
101,-4.0035,-3.4658,-0.0019274
102,5.0029,1.7357,0.0026175
103,-4.0016,3.4701,-0.0026418
104,-5.0046,1.7362,0.0012166
105,-1,-5.202,-0.0028759
106,5.0063,-1.7333,-3.4627e-06
107,-1.0001,5.2038,-0.0029113
108,-5.0073,-1.7365,0.0014409
109,4.0061,-3.4701,0.0015635
110,1.9987,-5.1976,-0.00094444
111,5.5016,0.86764,-0.0028973
112,-5.5017,-0.86798,0.0027609
113,2.0022,5.1975,0.0013726
114,-2.0015,-5.199,0.0010354
115,-2.0032,5.1985,0.0030467
116,-3.5025,-4.3329,0.0012023
117,3.5052,-4.3313,-0.0021938
118,3.5017,4.3346,-0.0005537
119,5.5053,-0.86534,-0.00035997
120,-3.5015,4.3357,-0.00083751
121,-5.5074,0.86579,-0.0030415
122,-3.0034,5.2,-0.001137
123,6.006,0.0011058,-0.0023801
124,-6.0065,0.0013723,-0.0031724
125,3.0044,-5.2011,0.0017333
126,-3.0032,-5.2025,-0.0027092
127,3.0044,5.2028,0.00088978
128,5.0011,-3.4642,0.001467
129,5.0017,3.4641,-0.0017831
130,-0.50086,6.0642,-0.0029198
131,-5.504,2.5979,-0.0022636
132,5.5046,2.5975,0.00010828
133,0.50098,-6.0665,-0.0020573
134,0.49764,6.0674,3.9397e-05
135,-0.50318,-6.0673,-0.00070277
136,-5.0058,3.4669,-0.0029106
137,-5.0062,-3.4682,-0.0024536
138,-5.5073,-2.6007,-0.00032308
139,5.5069,-2.6022,-0.0026173
140,-6.002,1.7339,-0.00030583
141,-6.0026,-1.7351,-0.001089
142,1.5027,-6.0653,0.002423
143,4.5032,-4.3323,-0.00083684
144,4.502,4.3335,-0.0022272
145,6.0048,1.7307,0.0017703
146,-4.5014,4.3359,-0.0026262
147,6.0041,-1.7356,-0.0020712
148,1.4985,6.0679,-0.00045055
149,-1.5002,-6.0681,0.00013014
150,-4.5024,-4.3362,0.00023624
151,-1.4983,6.0697,0.00037887
152,-6.502,0.8672,-0.0012317
153,2.4997,6.0653,-0.0014615
154,-2.5016,6.065,-0.0026231
155,-2.4992,-6.0664,-0.0012214
156,-6.5045,-0.8698,0.0018579
157,4.0003,5.2021,-0.0027428
158,2.5022,-6.0667,-0.0026379
159,-4.0016,5.2016,-0.0011396
160,4.0046,-5.1995,-0.0026089
161,6.5056,-0.86672,-0.0022654
162,6.5056,0.86898,-0.0023086
163,-4.0024,-5.202,0.00090138
164,-0.00088999,-6.9319,-0.0023948
165,-6.0021,-3.4681,-0.0013328
166,6.0038,-3.4659,0.0017656
167,-6.0044,3.4654,0.00069172
168,0.00073736,6.9331,-0.0014399
169,6.0042,3.4669,0.0028347
170,6.5021,-2.5996,-2.3622e-05
171,6.5025,2.6004,0.0024295
172,-6.502,-2.6023,-0.0024983
173,5.502,4.334,0.00099423
174,-5.5045,4.3309,-0.00041028
175,-3.5012,-6.067,-0.0031329
176,3.4996,6.0681,-0.0020684
177,-3.5046,6.0657,0.0023711
178,1.0008,-6.9336,-0.00031706
179,-7.0064,-0.002234,-8.5432e-05
180,3.5045,-6.067,-0.00073382
181,-6.5074,2.5981,-0.00056142
182,-1.0016,-6.9354,-0.00035115
183,0.99948,6.9359,0.0032052
184,-5.5062,-4.3347,-0.0018587
185,7.008,0.0011867,0.001111
186,5.5071,-4.3342,0.0011763
187,-1.0028,6.9364,0.0022479
188,7.002,1.7315,-0.00278
189,-7.002,1.7333,0.0026096
190,-5.0018,-5.198,-0.0003867
191,-7.0047,-1.7357,0.0016082
192,-2.002,6.9336,-0.0018543
193,2.0003,-6.9348,-0.0009324
194,5.0041,-5.2012,0.0029632
195,-2.0021,-6.9345,-0.0027435
196,2.002,6.9347,0.00053065
197,7.0069,-1.7324,-0.0018245
198,-5.0036,5.2025,0.0032564
199,5.0047,5.2015,0.0031156
200,7.5024,0.86738,-0.0027747
201,-3,6.9317,0.00068608
202,-3.0006,-6.9314,-0.00012446
203,-4.5026,-6.0647,-0.00079639
204,4.5033,6.0641,0.0008534
205,-7.5041,-0.86641,0.00033234
206,-7.5055,0.86574,0.0005949
207,4.5009,-6.0686,-0.00314
208,-4.5051,6.0665,0.0029089
209,3.001,6.9355,-0.00010027
210,3.0042,-6.9347,-0.00063574
211,7.508,-0.86413,-0.0013494
212,7.0021,-3.4676,0.00047784
213,-0.5018,7.7983,0.0021631
214,-7.0041,3.4657,-0.0014037
215,0.49839,-7.7992,0.00039064
216,6.5021,-4.3358,0.0029288
217,6.5072,4.3307,0.0011142
218,0.50339,7.8005,-0.00015568
219,-0.50163,-7.8014,-0.0031241
220,-6.5065,-4.3336,0.00049272
221,-7.0063,-3.4691,-0.001921
222,7.0068,3.4698,0.0012938
223,-6.5066,4.3364,0.0011821
224,1.5013,7.7968,-0.0020982
225,-1.4993,-7.7972,-0.0011911
226,6.0024,-5.2006,0.0014414
227,-7.5035,-2.6034,0.0016983
228,6.0027,5.201,0.003296
229,-6.003,-5.2011,0.002888
230,-6.0029,5.2013,-0.0020363
231,-7.5045,2.6026,-0.0029768
232,1.499,-7.8005,-0.00025446
233,7.5054,2.601,0.00067605
234,-1.5009,7.8004,-0.0010344
235,7.5077,-2.6001,0.0027913
236,8.0022,-0.0025333,0.0020171
237,4.0004,6.9329,0.00094452
238,-4.0022,6.9319,-0.0022023
239,-8.0044,0.0030443,-0.0016955
240,4.0022,-6.9343,0.0011403
241,-4.0053,-6.9345,-0.00013475
242,-8.0022,1.7317,0.0031226
243,8.0026,-1.7318,-0.00057117
244,2.5008,7.7967,0.0012806
245,5.5063,-6.0628,-0.0020133
246,-8.0048,-1.7343,0.00017019
247,5.5062,6.0635,-0.0016681
248,-5.5022,-6.0674,0.0028824
249,-2.4982,7.8007,-0.0023711
250,-5.5035,6.0675,0.0022112
251,-2.5009,-7.801,-0.00048608
252,8.0075,1.7341,0.0020854
253,2.502,-7.8023,-0.0015065
254,8.504,0.8658,-0.0026098
255,-5.0004,6.9333,-0.00017006
256,3.5006,-7.7989,0.001344
257,-5.0048,-6.9314,0.0025812
258,5.0056,-6.9309,0.0028226
259,-3.5022,7.7994,0.0030272
260,5.0051,6.9316,0.0026399
261,3.4986,7.8015,-0.00084149
262,8.5059,-0.86853,0.0010342
263,-3.5041,-7.7992,-0.0026953
264,-8.5071,-0.86639,0.00055277
265,-8.5072,0.86945,0.0019194
266,7.5042,4.3305,0.00079405
267,-7.5044,4.3314,0.00085765
268,-0.0007577,8.6651,-0.0022755
269,0.001685,-8.6653,-0.00059339
270,-7.5053,-4.3326,-0.0016941
271,7.5068,-4.3336,-2.9881e-05
272,7.003,5.1963,-0.002654
273,-0.99802,8.6633,-0.00033834
274,1.0008,8.663,0.0018492
275,-7.0023,5.1982,-0.00014507
276,-8.0033,-3.4647,-0.0024862
277,1.0014,-8.6656,-0.00091845
278,8.0039,-3.4689,-0.0010836
279,-8.0058,3.4647,0.0022003
280,8.0055,3.4665,0.00051204
281,7.0039,-5.2025,-0.0022295
282,-0.99731,-8.6686,0.0032269
283,-7.0078,-5.1997,0.0021001
284,-8.5031,-2.598,0.00091579
285,2.002,-8.6628,0.0025444
286,-1.9987,-8.6642,-0.0021052
287,6.5032,6.0641,-0.0025071
288,6.5039,-6.0644,-0.0022676
289,-6.5018,6.0676,-0.0016145
290,-6.5031,-6.0663,0.00069565
291,8.5044,-2.6016,-0.00027905
292,-8.5053,2.6002,-0.0011341
293,1.9989,8.6672,-0.00043117
294,-2.0028,8.667,-0.0015369
295,8.5079,2.598,-0.00062221
296,-4.5018,7.7948,0.0024799
297,-9.0032,1.1625e-05,0.0026189
298,9.0043,0.0025976,-0.0006263
299,4.5049,-7.7966,-0.00016501
300,4.5019,7.8006,0.0032716
